Source,Original_Sentence,Mapped_Phrases,Sentiment_Score,Dominant_Core_Node
Tao Te Ching Pr,2 High winds will not howl the entire morning;      A downpour will not last the entire day.,high winds | winds howl | howl entire | entire morning | morning downpour | downpour last | last entire | entire day,0.0,None
Tao Te Ching Pr,Who is behind the wind and the rain?,behind wind | wind rain,0.0,None
Tao Te Ching Pr,Even heaven and e arth cannot last long;      How can humanity?,heaven arth | arth last | last long | long humanity,0.5106,None
Tao Te Ching Pr,"3 Therefore, those who follow Tao  identify with Tao;      Those who have virtue identify with virtue;      Those who are lost identify with loss.",follow | ROOT_ACCESS | identify | ROOT_ACCESS | virtue identify | identify virtue | virtue lost | lost identify | identify loss,0.25,ROOT_ACCESS
Tao Te Ching Pr,4 Tao  accepts those who identify with Tao;      Virtue welcomes those who identify with it;      Loss embraces those who identify with it.,ROOT_ACCESS | accepts identify | ROOT_ACCESS | virtue welcomes | welcomes identify | identify loss | loss embraces | embraces identify,0.6705,ROOT_ACCESS
Tao Te Ching Pr,5 Distrust is due to lack of faith .,distrust due | due lack | lack faith,-0.3182,None
Tao Te Ching Pr,第二十三章       1 少说话﹐合乎自然本相。   2 狂风刮不了一清晨﹐暴雨下不了一整天。兴起风雨的是谁 呢﹖是天地。天地都不能长久﹐何况人呢﹖   Tao Te Ching: Original Text and A Modern Interpretation     57 3 所以﹐修道的人就认同道﹐养德的人就认同德﹐犯罪的人就 认同罪。   4 认同道的人﹐道便悦纳他﹔认同德的人﹐德便悦纳他﹔认同 罪的人﹐罪便悦纳他。   5 信心不足﹐才有不信。     原文   1 希言﹐自然。   2 故飘风不终朝﹐骤雨不终日。孰为此者﹖天地。天地尚不能 久﹐而况于人乎﹖   3 故从事于道者同于道﹐德者同于德﹐失者同于失。   4 同于道者﹐道亦乐得之。同于德者﹐德亦乐得之。同 于失 者﹐失亦乐得之。   5 信不足焉﹐有不信焉。       道德经：老子原文与译文     58 CHAPTER 24     1 Those who stand on tiptoe  cannot remain standing;      Those who stride cannot walk.,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation stand | stand tiptoe | tiptoe remain | remain standing | standing stride | stride walk,0.3182,ROOT_ACCESS
Tao Te Ching Pr,2 Blind are those who think they can see;      Foolish  are those who think they are wise.,blind think | think see | see foolish | foolish think | think wise,-0.1779,None
Tao Te Ching Pr,3 Those who boast have n ot achieved;      Those who brag cannot be leaders.,boast achieved | achieved brag | brag leaders,0.0,None
Tao Te Ching Pr,4 Tao  views these as leftover food and burden s—detestable.,ROOT_ACCESS | views leftover | leftover food | food burden | burden detestable,-0.4404,ROOT_ACCESS
Tao Te Ching Pr,Those who follow Tao  will not do such things.,follow | ROOT_ACCESS,0.0,ROOT_ACCESS
Tao Te Ching Pr,第二十四章       1 翘着脚就站立不住﹐蹦着高就走不成路。   2 自以为能看见的是瞎子﹐自以为聪明的是傻子。   3 自我夸耀的徒劳无功﹐自高自大的 不能为首。   4 从道的眼光来看﹐这些东西像多余的饭﹐累赘的事﹐只会让 人厌恶。有道的人不会这样的。     原文   1 企者不立﹐跨者不行。   2 自见者不明﹐自是者不彰。   3 自伐者无功﹐自矜者不长。   4 其在道也﹐曰馀食赘形。物或恶之﹐故有道者不处。   Tao Te Ching: Original Text and A Modern Interpretation     59 CHAPTER 25     1 An integrated being existed before the birth of Heaven   and earth.,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation integrated | integrated existed | existed birth | birth heaven | heaven earth,0.6808,ROOT_ACCESS
Tao Te Ching Pr,"Standing all by himself an d never changing,      He moves in and through all and is not wearied,   3 Worthy to be the mother of Heaven and earth.",standing never | never changing | changing moves | moves wearied | wearied worthy | worthy mother | mother heaven | heaven earth,0.2249,None
Tao Te Ching Pr,"4 I do not know his name ;     So, I call it “ Tao.”      If forced to name  him,      I would name  him “the Great.”   5 Being great, he keeps expanding —     Reaching to the farthest distance,       until he returns.",know name | name call | ROOT_ACCESS | forced name | name would | would name | name great | great great | great keeps | keeps expanding | expanding reaching | reaching farthest | farthest distance | distance returns,0.4404,ROOT_ACCESS
Tao Te Ching Pr,"6 Therefore, Tao  is great;      Heaven is great;      Earth is great;      Human being is also great.",ROOT_ACCESS | great heaven | heaven great | great earth | earth great | MIND_CONCEPT | great,0.967,ROOT_ACCESS
Tao Te Ching Pr,"In th e universe, the four are great,      And the human is one of them.",universe four | four great | MIND_CONCEPT,0.6249,MIND_CONCEPT
Tao Te Ching Pr,7 Human beings emulate the earth;      The earth emulates Heaven;        Heaven emulates Tao ;     And Tao  emulates what is as is.,MIND_CONCEPT | beings emulate | emulate earth | earth earth | earth emulates | emulates heaven | heaven heaven | heaven emulates | ROOT_ACCESS | ROOT_ACCESS | emulates,0.765,MIND_CONCEPT
Tao Te Ching Pr,道德经：老子原文与译文     60 第二十五章       1 在产生天地之前﹐有一个溷然一体的存在。   2 寂静啊﹐空虚啊 ﹗独立自在﹐永不改变。普天运行﹐永不   疲倦。   3 称得上是天地万物的母亲。   4 我不知道他的名字﹐姑且写作‚道‛﹐勉强起个名字   叫‚大‛。   5 大﹐便无限飞逝﹐飞逝而致远﹐至远而回返。   6 所以道为大﹐天为大﹐地为大﹐人也为大。宇宙中四个为大 的﹐人是其中之一。   7 然而人要以地为法度﹐地以天为法度﹐天以道为法度﹐道以 自身为法度。     原文   1 有物溷成﹐先天地生。   2 寂兮寥兮﹐独立而不改﹐周行而不殆﹐   3 可以为天地母。   4 吾不知其名﹐强字之曰道﹐强为之名曰大。   5 大曰逝﹐逝曰远﹐远曰反。   6 故道大﹐天大﹐地大﹐人亦大。域中有四大﹐而人居其一 焉。   7 人法地﹐地法天﹐天法道﹐道法自然。     Tao Te Ching: Original Text and A Modern Interpretation     61 CHAPTER 26     1 The heavy is the foundation of the light ;   2 Stillness  is the master of restlessness.,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation heavy | heavy foundation | ROOT_ACCESS | stillness master | master restlessness,0.0258,ROOT_ACCESS
Tao Te Ching Pr,"Therefore, the gentl eman in his daily travels   brings luggage carts.",gentl eman | eman daily | daily travels | travels brings | brings luggage | luggage carts,0.0,None
Tao Te Ching Pr,"Desp ite beauty and glory, he still enjoys rest and freedom.",desp ite | ite beauty | beauty glory | glory still | still enjoys | ROOT_ACCESS | freedom,0.9413,ROOT_ACCESS
Tao Te Ching Pr,"3 However, some r ulers of great nations are self centered,      Making light  of the world to their  own ruin.",however ulers | ulers great | great nations | MIND_CONCEPT | centered making | ROOT_ACCESS | MATTER_CONCEPT | ruin,0.0772,MIND_CONCEPT
Tao Te Ching Pr,4 To be light  is to lose the root;      To be agitated is to lose c ontrol.,ROOT_ACCESS | lose | ROOT_ACCESS | agitated lose | lose ontrol,-0.8126,ROOT_ACCESS
Tao Te Ching Pr,第二十六章      1重是轻的根基﹐静是躁的主人。   2所以君子每天出行时都带着辎重。虽有荣华壮观﹐他却 安然超脱。   3然而有的大国君主﹐只重自身﹐轻慢天下﹐以致灭亡。   4轻浮就会失去根基﹐骄躁就会失去控制。     原文   1重为轻根﹐静为躁君。   2是以君子终日行不离辎重。虽有荣观﹐燕处超然。   道德经：老子原文与译文     62 3奈何万乘之主﹐而以身轻天下。   4轻则失根﹐躁则失君。           Tao Te Ching: Original Text and A Modern Interpretation     63 CHAPTER 27     1 A good traveler leaves no track;     A good speaker speaks without bl emish;     A good discerner needs no device.,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation good | good traveler | traveler leaves | leaves track | track good | good speaker | speaker speaks | speaks emish | emish good | good discerner | discerner needs | needs device,0.5991,ROOT_ACCESS
Tao Te Ching Pr,"2 Those good at shu tting doors do so without bolts,       And the doors cannot be opened;      Those good at tying knots do so without ropes,      And the knots cannot be untied.",good shu | shu tting | tting doors | doors bolts | bolts doors | doors opened | opened good | good tying | tying knots | knots ropes | ropes knots | knots untied,0.7003,None
Tao Te Ching Pr,"3 Likewise, the Ho ly One  is good at saving people,      And no one is abandoned.",likewise good | good saving | saving people | people abandoned,0.3182,None
Tao Te Ching Pr,"He is good at saving all things,      And nothing is abandoned.",good saving | saving nothing | nothing abandoned,0.6575,None
Tao Te Ching Pr,4 This is called following the light .,called following | ROOT_ACCESS,0.0,ROOT_ACCESS
Tao Te Ching Pr,"5 Hence, the kind one is the teacher of the unkind;      The unkind is the resou rce of the kind.",hence kind | kind teacher | teacher unkind | unkind unkind | unkind resou | resou rce | rce kind,0.3818,None
Tao Te Ching Pr,6 One is helplessly lost —however wise he is —     If he does not respect the Teacher or love  his resource.,helplessly lost | lost however | however wise | wise respect | respect teacher | teacher love | love resource,0.2607,None
Tao Te Ching Pr,"第二十七章      1 善于行走的不留踪迹﹐善于言辞的没有暇疵﹐善于计算的不 用器具。   道德经：老子原文与译文     64 2 善于关门的不用门插﹐却无人能开﹔善于捆绑的不用绳索﹐ 却无人能解。   3 圣人就是这样一直善于拯救世人﹐无人被弃之不顾﹔一直善 于挽救万物﹐无物被弃之不顾。   4 这就叫承袭﹑传递光明。   5 所以说﹐善人是不善之人的老师﹐不善之人亦是善人的资 财。   6 如果不敬重老师﹐或者不爱惜其资财﹐那么﹐再有智慧也是 大大地迷失了。这是一个至关重要的奥妙啊﹗     原文   1 善行无辙迹﹐善言无瑕谪﹐善数不用筹策。   2 善闭无关楗而不可开﹐善结无绳约而不可解。   3 是以圣人常善救人﹐故无弃人。常善救物﹐故无弃物。   4 是谓袭明。   5 故善人者﹐不善人之师。不善人者﹐善人之资。   6 不贵其师﹐不爱其资﹐虽智大迷﹐是谓要妙。         Tao Te Ching: Original Text and A Modern Interpretation     65 CHAPTER 28     1 Knowing his masculine strength, bu t keeping    to a feminine tenderness,       He thus becomes the stream for the world.",ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation knowing | knowing masculine | masculine strength | strength keeping | keeping feminine | feminine tenderness | tenderness thus | thus becomes | becomes stream | MATTER_CONCEPT,0.8074,ROOT_ACCESS
Tao Te Ching Pr,"2 As the stream for the world, he has t he eternal virtue with him,    [enabling people to] return  to being infants.",stream | MATTER_CONCEPT | eternal virtue | virtue enabling | enabling people | people return | return infants,0.4215,MATTER_CONCEPT
Tao Te Ching Pr,"3 Knowing his brigh tness but keeping to obscurity,      He thus becomes the instrument for the world   [to know Heaven].",knowing brigh | brigh tness | tness keeping | keeping obscurity | obscurity thus | thus becomes | becomes instrument | MATTER_CONCEPT | know heaven,0.0,MATTER_CONCEPT
Tao Te Ching Pr,"4 As the vehicle for the world to know Heaven,      He has the  eternal virtue with him, [enabling people to]   return  to the infinite.",vehicle | MATTER_CONCEPT | know heaven | heaven eternal | eternal virtue | virtue enabling | enabling people | people return | return infinite,0.7269,MATTER_CONCEPT
